index	identifier	sum_stat	mark	detail	target	assay	feature_names
1820	ENCFF984WNZ	mean	CHIP	EP300:esophagus muscularis mucosa female adult (53 years)	EP300	TF ChIP-seq	f_1820
1821	ENCFF390RDZ	mean	CHIP	3xFLAG-HOMEZ:HepG2 genetically modified using CRISPR	3xFLAG-HOMEZ	TF ChIP-seq	f_1821
1822	ENCFF885FVT	mean	CHIP	H3K4me1:cingulate gyrus female adult (75 years)	H3K4me1	Histone ChIP-seq	f_1822
1823	ENCFF094AZY	mean	CHIP	H3K9me3:CD4-positive, alpha-beta memory T cell	H3K9me3	Histone ChIP-seq	f_1823
1824	ENCFF676UXN	mean	CHIP	ZNF207:GM12878	ZNF207	TF ChIP-seq	f_1824
1825	ENCFF134JNY	mean	CHIP	eGFP-ZNF24:K562 genetically modified using stable transfection	eGFP-ZNF24	TF ChIP-seq	f_1825
1826	ENCFF835XJJ	mean	CHIP	NCOA4:K562	NCOA4	TF ChIP-seq	f_1826
1827	ENCFF530LGP	mean	CHIP	PHF21A:K562	PHF21A	TF ChIP-seq	f_1827
1828	ENCFF242LAQ	mean	CHIP	H3K36me3:MM.1S	H3K36me3	Histone ChIP-seq	f_1828
1829	ENCFF187MZK	mean	CHIP	PRDM10:K562	PRDM10	TF ChIP-seq	f_1829
1830	ENCFF511ZZY	mean	CHIP	H3K4me3:placenta embryo (16 weeks)	H3K4me3	Histone ChIP-seq	f_1830
1831	ENCFF192FUE	mean	CHIP	H3K9ac:SK-N-SH	H3K9ac	Histone ChIP-seq	f_1831
1832	ENCFF738RCM	mean	CHIP	CDC5L:K562	CDC5L	TF ChIP-seq	f_1832
1833	ENCFF888CPZ	mean	CHIP	H3K4me1:esophagus squamous epithelium female adult (53 years)	H3K4me1	Histone ChIP-seq	f_1833
1834	ENCFF053EPF	mean	CHIP	POLR2A:stomach male adult (54 years)	POLR2A	TF ChIP-seq	f_1834
1835	ENCFF560BAF	mean	CHIP	H3K4me3:foreskin fibroblast male newborn	H3K4me3	Histone ChIP-seq	f_1835
1836	ENCFF278UPX	mean	CHIP	POLR2A:prostate gland male adult (54 years)	POLR2A	TF ChIP-seq	f_1836
1837	ENCFF151YZO	mean	CHIP	H3K4me3:ascending aorta female adult (53 years)	H3K4me3	Histone ChIP-seq	f_1837
1838	ENCFF472YNZ	mean	CHIP	H3K27ac:layer of hippocampus female adult (75 years)	H3K27ac	Histone ChIP-seq	f_1838
1839	ENCFF231XXF	mean	CHIP	H2BK15ac:neural stem progenitor cell originated from H1-hESC	H2BK15ac	Histone ChIP-seq	f_1839
1840	ENCFF228HNI	mean	CHIP	FOS:IMR-90	FOS	TF ChIP-seq	f_1840
1841	ENCFF492DSP	mean	CHIP	ETV6:K562	ETV6	TF ChIP-seq	f_1841
1842	ENCFF575IJZ	mean	CHIP	H2AFZ:IMR-90	H2AFZ	Histone ChIP-seq	f_1842
1843	ENCFF579UBJ	mean	CHIP	H3K4me2:GM23248	H3K4me2	Histone ChIP-seq	f_1843
1844	ENCFF688DBU	mean	CHIP	H3K27ac:neural cell	H3K27ac	Histone ChIP-seq	f_1844
1845	ENCFF127MNH	mean	CHIP	3xFLAG-MLX:HepG2 genetically modified using CRISPR	3xFLAG-MLX	TF ChIP-seq	f_1845
1846	ENCFF560IHK	mean	CHIP	CTCF:SU-DHL-6	CTCF	TF ChIP-seq	f_1846
1847	ENCFF527AQC	mean	CHIP	eGFP-ZNF394:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF394	TF ChIP-seq	f_1847
1848	ENCFF118RYN	mean	CHIP	H3F3A:SK-N-SH	H3F3A	Histone ChIP-seq	f_1848
1849	ENCFF573GSH	mean	CHIP	CTCF:neural progenitor cell originated from H9	CTCF	TF ChIP-seq	f_1849
1850	ENCFF406DST	mean	CHIP	eGFP-ZNF561:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF561	TF ChIP-seq	f_1850
1851	ENCFF764OEC	mean	CHIP	eGFP-KLF9:MCF-7 genetically modified using stable transfection	eGFP-KLF9	TF ChIP-seq	f_1851
1852	ENCFF260TTI	mean	CHIP	H3K4me2:mesendoderm originated from H1-hESC	H3K4me2	Histone ChIP-seq	f_1852
1853	ENCFF270SIE	mean	CHIP	H3K36me3:layer of hippocampus male adult (81 year)	H3K36me3	Histone ChIP-seq	f_1853
1854	ENCFF069ETX	mean	CHIP	eGFP-PTRF:K562 genetically modified using stable transfection	eGFP-PTRF	TF ChIP-seq	f_1854
1855	ENCFF008ABX	mean	CHIP	FOXA1:MCF-7	FOXA1	TF ChIP-seq	f_1855
1856	ENCFF791HEH	mean	CHIP	H3K36me3:neurosphere female embryo (17 weeks) originated from ganglionic eminence	H3K36me3	Histone ChIP-seq	f_1856
1857	ENCFF080SCQ	mean	CHIP	H3K36me3:tibial artery female adult (53 years)	H3K36me3	Histone ChIP-seq	f_1857
1858	ENCFF659KLD	mean	CHIP	SNRNP70:HepG2	SNRNP70	TF ChIP-seq	f_1858
1859	ENCFF362YRX	mean	CHIP	H3K4me3:muscle of leg female embryo (110 days)	H3K4me3	Histone ChIP-seq	f_1859
1860	ENCFF182VPC	mean	CHIP	H3K27me3:aorta female adult (30 years)	H3K27me3	Histone ChIP-seq	f_1860
1861	ENCFF710OZO	mean	CHIP	H3K4me3:stomach male adult (34 years)	H3K4me3	Histone ChIP-seq	f_1861
1862	ENCFF571UTM	mean	CHIP	H3K4ac:H1-hESC	H3K4ac	Histone ChIP-seq	f_1862
1863	ENCFF954FLY	mean	CHIP	COPS2:K562	COPS2	TF ChIP-seq	f_1863
1864	ENCFF536HIX	mean	CHIP	H3K4me1:smooth muscle cell originated from H9	H3K4me1	Histone ChIP-seq	f_1864
1865	ENCFF204RHD	mean	CHIP	eGFP-NR4A1:K562 genetically modified using stable transfection	eGFP-NR4A1	TF ChIP-seq	f_1865
1866	ENCFF384DPM	mean	CHIP	H3K4me3:neurosphere female embryo (17 weeks) originated from ganglionic eminence	H3K4me3	Histone ChIP-seq	f_1866
1867	ENCFF432XEL	mean	CHIP	3xFLAG-PPARG:HepG2 genetically modified using CRISPR	3xFLAG-PPARG	TF ChIP-seq	f_1867
1868	ENCFF558MZX	mean	CHIP	H3K36me3:placenta female embryo (113 days)	H3K36me3	Histone ChIP-seq	f_1868
1869	ENCFF160ISV	mean	CHIP	EZH2:GM23248	EZH2	TF ChIP-seq	f_1869
1870	ENCFF757YCH	mean	CHIP	POLR2A:transverse colon male adult (54 years)	POLR2A	TF ChIP-seq	f_1870
1871	ENCFF026WLD	mean	CHIP	H3K27ac:stomach female adult (53 years)	H3K27ac	Histone ChIP-seq	f_1871
1872	ENCFF958RCA	mean	CHIP	H3K9me3:prostate male adult (54 years)	H3K9me3	Histone ChIP-seq	f_1872
1873	ENCFF820FLV	mean	CHIP	H3K27me3:mammary epithelial cell female adult (18 years)	H3K27me3	Histone ChIP-seq	f_1873
1874	ENCFF416FPU	mean	CHIP	eGFP-ZFP3:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZFP3	TF ChIP-seq	f_1874
1875	ENCFF478YJL	mean	CHIP	NRF1:MCF-7	NRF1	TF ChIP-seq	f_1875
1876	ENCFF847NNM	mean	CHIP	H3K36me3:radial glial cell genetically modified using stable transfection originated from H9	H3K36me3	Histone ChIP-seq	f_1876
1877	ENCFF707FBC	mean	CHIP	H3K4me3:common myeloid progenitor, CD34-positive female adult (33 years)	H3K4me3	Histone ChIP-seq	f_1877
1878	ENCFF568YMA	mean	CHIP	H3K27me3:fibroblast of breast female adult (26 years)	H3K27me3	Histone ChIP-seq	f_1878
1879	ENCFF440JSE	mean	CHIP	H3K4me1:ectodermal cell originated from embryonic stem cell	H3K4me1	Histone ChIP-seq	f_1879
1880	ENCFF446UUC	mean	CHIP	H3K36me3:adipocyte originated from mesenchymal stem cell	H3K36me3	Histone ChIP-seq	f_1880
1881	ENCFF413WUI	mean	CHIP	REST:K562	REST	TF ChIP-seq	f_1881
1882	ENCFF701MUZ	mean	CHIP	H3K27ac:CD4-positive, alpha-beta T cell treated with phorbol 13-acetate 12-myristate , ionomycin	H3K27ac	Histone ChIP-seq	f_1882
1883	ENCFF786JIS	mean	CHIP	RNF2:K562	RNF2	TF ChIP-seq	f_1883
1884	ENCFF385ABB	mean	CHIP	eGFP-ZNF132:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF132	TF ChIP-seq	f_1884
1885	ENCFF308NHY	mean	CHIP	MCM2:K562	MCM2	TF ChIP-seq	f_1885
1886	ENCFF902BRN	mean	CHIP	GABPB1:K562	GABPB1	TF ChIP-seq	f_1886
1887	ENCFF486KWO	mean	CHIP	H3K27me3:neural progenitor cell originated from H9	H3K27me3	Histone ChIP-seq	f_1887
1888	ENCFF381JBK	mean	CHIP	H3K4me3:ovary female adult (30 years)	H3K4me3	Histone ChIP-seq	f_1888
1889	ENCFF218QWU	mean	CHIP	MAFF:HeLa-S3	MAFF	TF ChIP-seq	f_1889
1890	ENCFF771CRO	mean	CHIP	eGFP-SP3:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-SP3	TF ChIP-seq	f_1890
1891	ENCFF087QEY	mean	CHIP	H3K36me3:colonic mucosa female adult (73 years)	H3K36me3	Histone ChIP-seq	f_1891
1892	ENCFF559CVP	mean	CHIP	3xFLAG-CEBPA:HepG2 genetically modified using CRISPR	3xFLAG-CEBPA	TF ChIP-seq	f_1892
1893	ENCFF292XMX	mean	CHIP	H3K36me3:heart right ventricle male adult (34 years)	H3K36me3	Histone ChIP-seq	f_1893
1894	ENCFF950NNK	mean	CHIP	POLR2A:uterus female adult (53 years)	POLR2A	TF ChIP-seq	f_1894
1895	ENCFF786YHA	mean	CHIP	EWSR1:K562	EWSR1	TF ChIP-seq	f_1895
1896	ENCFF228NZS	mean	CHIP	ZC3H8:K562	ZC3H8	TF ChIP-seq	f_1896
1897	ENCFF942CMQ	mean	CHIP	H3K4me3:brain male embryo (122 days)	H3K4me3	Histone ChIP-seq	f_1897
1898	ENCFF058CLL	mean	CHIP	H3K27me3:smooth muscle cell originated from H9	H3K27me3	Histone ChIP-seq	f_1898
1899	ENCFF761ZQJ	mean	CHIP	H3K27me3:amnion male embryo (16 weeks)	H3K27me3	Histone ChIP-seq	f_1899
1900	ENCFF030VBS	mean	CHIP	H3K36me3:mesendoderm originated from H1-hESC	H3K36me3	Histone ChIP-seq	f_1900
1901	ENCFF529UHP	mean	CHIP	NFRKB:HepG2	NFRKB	TF ChIP-seq	f_1901
1902	ENCFF159FEG	mean	CHIP	TARDBP:HepG2	TARDBP	TF ChIP-seq	f_1902
1903	ENCFF308UOK	mean	CHIP	ATF4:K562	ATF4	TF ChIP-seq	f_1903
1904	ENCFF928WEU	mean	CHIP	HDGF:GM12878	HDGF	TF ChIP-seq	f_1904
1905	ENCFF853FVW	mean	CHIP	CTCF:gastroesophageal sphincter female adult (51 year)	CTCF	TF ChIP-seq	f_1905
1906	ENCFF673DEB	mean	CHIP	H3K4me3:mucosa of rectum female adult (61 year)	H3K4me3	Histone ChIP-seq	f_1906
1907	ENCFF307HCZ	mean	CHIP	H3K4me1:skeletal muscle tissue	H3K4me1	Histone ChIP-seq	f_1907
1908	ENCFF509ZSV	mean	CHIP	H3K9ac:subcutaneous abdominal adipose tissue nuclear fraction female adult (59 years)	H3K9ac	Histone ChIP-seq	f_1908
1909	ENCFF985OQZ	mean	CHIP	H3K9me3:brain female embryo (17 weeks)	H3K9me3	Histone ChIP-seq	f_1909
1910	ENCFF872WHG	mean	CHIP	eGFP-REPIN1:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-REPIN1	TF ChIP-seq	f_1910
1911	ENCFF154YUA	mean	CHIP	H3K9ac:kidney male adult (50 years)	H3K9ac	Histone ChIP-seq	f_1911
1912	ENCFF913FVO	mean	CHIP	H3K27me3:foreskin melanocyte male newborn	H3K27me3	Histone ChIP-seq	f_1912
1913	ENCFF233SKC	mean	CHIP	POLR2A:esophagus squamous epithelium female adult (53 years)	POLR2A	TF ChIP-seq	f_1913
1914	ENCFF614KES	mean	CHIP	EP300:subcutaneous adipose tissue female adult (53 years)	EP300	TF ChIP-seq	f_1914
1915	ENCFF189NUC	mean	CHIP	H3K4me1:gastrocnemius medialis male adult (37 years)	H3K4me1	Histone ChIP-seq	f_1915
1916	ENCFF830TIW	mean	CHIP	H3K4me3:duodenal mucosa male adult (76 years)	H3K4me3	Histone ChIP-seq	f_1916
1917	ENCFF057THX	mean	CHIP	eGFP-ZNF584:K562 genetically modified using CRISPR	eGFP-ZNF584	TF ChIP-seq	f_1917
1918	ENCFF911PGT	mean	CHIP	H3K9me3:esophagus male adult (34 years)	H3K9me3	Histone ChIP-seq	f_1918
1919	ENCFF214MPJ	mean	CHIP	H3K4me1:substantia nigra female adult (75 years)	H3K4me1	Histone ChIP-seq	f_1919
1920	ENCFF680UAP	mean	CHIP	H3K36me3:muscle of leg female embryo (110 days)	H3K36me3	Histone ChIP-seq	f_1920
1921	ENCFF630HIW	mean	CHIP	H3K27ac:heart left ventricle male adult (34 years)	H3K27ac	Histone ChIP-seq	f_1921
1922	ENCFF106GWO	mean	CHIP	H3K36me3:sigmoid colon female adult (53 years)	H3K36me3	Histone ChIP-seq	f_1922
1923	ENCFF808CTN	mean	CHIP	AGO2:HepG2	AGO2	TF ChIP-seq	f_1923
1924	ENCFF894YHR	mean	CHIP	H3K9ac:foreskin melanocyte male newborn	H3K9ac	Histone ChIP-seq	f_1924
1925	ENCFF723TXS	mean	CHIP	H3K4me1:SK-N-MC	H3K4me1	Histone ChIP-seq	f_1925
1926	ENCFF310YOJ	mean	CHIP	H3K9ac:subcutaneous abdominal adipose tissue nuclear fraction female adult (41 year)	H3K9ac	Histone ChIP-seq	f_1926
1927	ENCFF266MQE	mean	CHIP	H4K20me1:PC-9	H4K20me1	Histone ChIP-seq	f_1927
1928	ENCFF681BXS	mean	CHIP	POLR2A:lower leg skin male adult (54 years)	POLR2A	TF ChIP-seq	f_1928
1929	ENCFF557FCH	mean	CHIP	H3K4me3:HUES48	H3K4me3	Histone ChIP-seq	f_1929
1930	ENCFF782QHB	mean	CHIP	TRIP13:K562	TRIP13	TF ChIP-seq	f_1930
1931	ENCFF314DQL	mean	CHIP	POLR2A:tibial nerve female adult (51 year)	POLR2A	TF ChIP-seq	f_1931
1932	ENCFF079OZR	mean	CHIP	H3K79me2:GM23338 male adult (53 years) originated from GM23248	H3K79me2	Histone ChIP-seq	f_1932
1933	ENCFF981KCA	mean	CHIP	ARNT:K562	ARNT	TF ChIP-seq	f_1933
1934	ENCFF636YCB	mean	CHIP	ZBTB11:MCF-7	ZBTB11	TF ChIP-seq	f_1934
1935	ENCFF133PYQ	mean	CHIP	PTBP1:HepG2	PTBP1	TF ChIP-seq	f_1935
1936	ENCFF351DSM	mean	CHIP	3xFLAG-DNMT3B:HepG2 genetically modified using CRISPR	3xFLAG-DNMT3B	TF ChIP-seq	f_1936
1937	ENCFF144TOB	mean	CHIP	POLR2A:esophagus squamous epithelium male adult (37 years)	POLR2A	TF ChIP-seq	f_1937
1938	ENCFF067MDM	mean	CHIP	H3K27ac:peripheral blood mononuclear cell female adult (28 years)	H3K27ac	Histone ChIP-seq	f_1938
1939	ENCFF584FVR	mean	CHIP	ZKSCAN1:HepG2	ZKSCAN1	TF ChIP-seq	f_1939
1940	ENCFF564KJB	mean	CHIP	3xFLAG-ZNF205:HepG2 genetically modified using CRISPR	3xFLAG-ZNF205	TF ChIP-seq	f_1940
1941	ENCFF119OVG	mean	CHIP	H3K4me3:middle frontal area 46 female adult (75 years)	H3K4me3	Histone ChIP-seq	f_1941
1942	ENCFF143CCT	mean	CHIP	H3K27me3:large intestine male embryo (108 days)	H3K27me3	Histone ChIP-seq	f_1942
1943	ENCFF939SCH	mean	CHIP	SMARCE1:K562	SMARCE1	TF ChIP-seq	f_1943
1944	ENCFF134TOV	mean	CHIP	H3K36me3:tibial nerve female adult (53 years)	H3K36me3	Histone ChIP-seq	f_1944
1945	ENCFF836TFW	mean	CHIP	eGFP-ZBTB40:K562 genetically modified using CRISPR	eGFP-ZBTB40	TF ChIP-seq	f_1945
1946	ENCFF763AVY	mean	CHIP	EP300:ovary female adult (51 year)	EP300	TF ChIP-seq	f_1946
1947	ENCFF005WUD	mean	CHIP	H4K20me1:Karpas-422	H4K20me1	Histone ChIP-seq	f_1947
1948	ENCFF159LQN	mean	CHIP	3xFLAG-ERF:HepG2 genetically modified using CRISPR	3xFLAG-ERF	TF ChIP-seq	f_1948
1949	ENCFF463XAL	mean	CHIP	eGFP-ZNF518A:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF518A	TF ChIP-seq	f_1949
1950	ENCFF278PDS	mean	CHIP	3xFLAG-ATF1:K562 genetically modified using CRISPR	3xFLAG-ATF1	TF ChIP-seq	f_1950
1951	ENCFF165JCH	mean	CHIP	H3K36me3:myoepithelial cell of mammary gland female adult (36 years)	H3K36me3	Histone ChIP-seq	f_1951
1952	ENCFF714OII	mean	CHIP	GATAD2A:K562	GATAD2A	TF ChIP-seq	f_1952
1953	ENCFF825WLX	mean	CHIP	KDM5A:H1-hESC	KDM5A	TF ChIP-seq	f_1953
1954	ENCFF390DQO	mean	CHIP	H3K27me3:spleen female adult (53 years)	H3K27me3	Histone ChIP-seq	f_1954
1955	ENCFF987TME	mean	CHIP	H3K4me1:gastrocnemius medialis male adult (54 years)	H3K4me1	Histone ChIP-seq	f_1955
1956	ENCFF774BWO	mean	CHIP	H3K4me1:HCT116	H3K4me1	Histone ChIP-seq	f_1956
1957	ENCFF451CYN	mean	CHIP	H2BK5ac:H1-hESC	H2BK5ac	Histone ChIP-seq	f_1957
1958	ENCFF220PSW	mean	CHIP	H3K4me3:naive thymus-derived CD4-positive, alpha-beta T cell	H3K4me3	Histone ChIP-seq	f_1958
1959	ENCFF974GIJ	mean	CHIP	H3K27me3:B cell female adult (27 years)	H3K27me3	Histone ChIP-seq	f_1959
1960	ENCFF415HOL	mean	CHIP	MYBL2:K562	MYBL2	TF ChIP-seq	f_1960
1961	ENCFF669MCA	mean	CHIP	H3K36me3:peripheral blood mononuclear cell male adult (32 years)	H3K36me3	Histone ChIP-seq	f_1961
1962	ENCFF545DRY	mean	CHIP	H3K9ac:adipocyte originated from mesenchymal stem cell	H3K9ac	Histone ChIP-seq	f_1962
1963	ENCFF435KGO	mean	CHIP	H3K4me3:common myeloid progenitor, CD34-positive male adult	H3K4me3	Histone ChIP-seq	f_1963
1964	ENCFF127GCV	mean	CHIP	eGFP-ZNF189:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF189	TF ChIP-seq	f_1964
1965	ENCFF755INA	mean	CHIP	H4K91ac:IMR-90	H4K91ac	Histone ChIP-seq	f_1965
1966	ENCFF179IKX	mean	CHIP	H3K36me3:common myeloid progenitor, CD34-positive female adult (33 years)	H3K36me3	Histone ChIP-seq	f_1966
1967	ENCFF840MKR	mean	CHIP	H3K4me2:Loucy	H3K4me2	Histone ChIP-seq	f_1967
1968	ENCFF542LHD	mean	CHIP	H3K36me3:stomach female adult (53 years)	H3K36me3	Histone ChIP-seq	f_1968
1969	ENCFF095DEK	mean	CHIP	H3K9ac:iPS-20b male adult (55 years)	H3K9ac	Histone ChIP-seq	f_1969
1970	ENCFF433GKF	mean	CHIP	H3K9me3:tibial artery female adult (53 years)	H3K9me3	Histone ChIP-seq	f_1970
1971	ENCFF323SGW	mean	CHIP	H3K4me3:CD8-positive, alpha-beta T cell male adult (28 years)	H3K4me3	Histone ChIP-seq	f_1971
1972	ENCFF090ECP	mean	CHIP	eGFP-DIDO1:K562 genetically modified using stable transfection	eGFP-DIDO1	TF ChIP-seq	f_1972
1973	ENCFF911IYO	mean	CHIP	ZNF316:K562	ZNF316	TF ChIP-seq	f_1973
1974	ENCFF688WRA	mean	CHIP	eGFP-ZNF544:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF544	TF ChIP-seq	f_1974
1975	ENCFF051CKS	mean	CHIP	NCOA6:K562	NCOA6	TF ChIP-seq	f_1975
1976	ENCFF607RBE	mean	CHIP	H3K4me3:stomach smooth muscle male adult (59 years)	H3K4me3	Histone ChIP-seq	f_1976
1977	ENCFF869EBO	mean	CHIP	NR2F2:liver female child (4 years)	NR2F2	TF ChIP-seq	f_1977
1978	ENCFF798DTB	mean	CHIP	H3K9me3:muscle layer of duodenum male adult (73 years)	H3K9me3	Histone ChIP-seq	f_1978
1979	ENCFF405BPK	mean	CHIP	H3K4me1:neural stem progenitor cell originated from H9	H3K4me1	Histone ChIP-seq	f_1979
1980	ENCFF811AVZ	mean	CHIP	PHB2:HepG2	PHB2	TF ChIP-seq	f_1980
1981	ENCFF529KNT	mean	CHIP	H3K27ac:spleen male child (3 years)	H3K27ac	Histone ChIP-seq	f_1981
1982	ENCFF563RCJ	mean	CHIP	H3K4me1:common myeloid progenitor, CD34-positive	H3K4me1	Histone ChIP-seq	f_1982
1983	ENCFF043ZLX	mean	CHIP	POLR2AphosphoS5:transverse colon female adult (51 year)	POLR2AphosphoS5	TF ChIP-seq	f_1983
1984	ENCFF041CMH	mean	CHIP	H3K4me3:muscle layer of colon female adult (56 years)	H3K4me3	Histone ChIP-seq	f_1984
1985	ENCFF896XZH	mean	CHIP	E2F7:K562	E2F7	TF ChIP-seq	f_1985
1986	ENCFF193XGX	mean	CHIP	FOXK2:HepG2	FOXK2	TF ChIP-seq	f_1986
1987	ENCFF813MOH	mean	CHIP	H4K8ac:mesenchymal stem cell originated from H1-hESC	H4K8ac	Histone ChIP-seq	f_1987
1988	ENCFF927LSQ	mean	CHIP	H3K4me3:foreskin keratinocyte male newborn	H3K4me3	Histone ChIP-seq	f_1988
1989	ENCFF464YGC	mean	CHIP	CTCF:stomach female adult (51 year)	CTCF	TF ChIP-seq	f_1989
1990	ENCFF856NOM	mean	CHIP	3xFLAG-ZNF580:HepG2 genetically modified using CRISPR	3xFLAG-ZNF580	TF ChIP-seq	f_1990
1991	ENCFF421KUP	mean	CHIP	COPS2:MCF-7	COPS2	TF ChIP-seq	f_1991
1992	ENCFF722IZG	mean	CHIP	H3K36me3:iPS DF 6.9 male newborn	H3K36me3	Histone ChIP-seq	f_1992
1993	ENCFF319YAI	mean	CHIP	ZNF592:GM12878	ZNF592	TF ChIP-seq	f_1993
1994	ENCFF849BNL	mean	CHIP	POLR2A:lower leg skin male adult (37 years)	POLR2A	TF ChIP-seq	f_1994
1995	ENCFF728OAR	mean	CHIP	EHMT2:K562	EHMT2	TF ChIP-seq	f_1995
1996	ENCFF112QRR	mean	CHIP	CTCF:coronary artery female adult (53 years)	CTCF	TF ChIP-seq	f_1996
1997	ENCFF349SHQ	mean	CHIP	H3K9ac:myoepithelial cell of mammary gland female adult (33 years)	H3K9ac	Histone ChIP-seq	f_1997
1998	ENCFF043ACF	mean	CHIP	H3K9me2:bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days	H3K9me2	Histone ChIP-seq	f_1998
1999	ENCFF706ZWX	mean	CHIP	ZSCAN29:K562	ZSCAN29	TF ChIP-seq	f_1999
2000	ENCFF638VOA	mean	CHIP	H3K27ac:colonic mucosa female adult (56 years)	H3K27ac	Histone ChIP-seq	f_2000
2001	ENCFF519LEW	mean	CHIP	H3K4me3:HUES6	H3K4me3	Histone ChIP-seq	f_2001
2002	ENCFF331CAB	mean	CHIP	EP300:subcutaneous adipose tissue male adult (37 years)	EP300	TF ChIP-seq	f_2002
2003	ENCFF373OIB	mean	CHIP	JUN:MCF-7	JUN	TF ChIP-seq	f_2003
2004	ENCFF988JKE	mean	CHIP	H3K9me3:heart left ventricle male adult (34 years)	H3K9me3	Histone ChIP-seq	f_2004
2005	ENCFF977RZQ	mean	CHIP	H3K36me3:duodenal mucosa male adult (59 years)	H3K36me3	Histone ChIP-seq	f_2005
2006	ENCFF448GLM	mean	CHIP	H3K27me3:esophagus muscularis mucosa female adult (53 years)	H3K27me3	Histone ChIP-seq	f_2006
2007	ENCFF616OHG	mean	CHIP	FIP1L1:K562	FIP1L1	TF ChIP-seq	f_2007
2008	ENCFF824FEH	mean	CHIP	H3K27ac:adrenal gland male adult (54 years)	H3K27ac	Histone ChIP-seq	f_2008
2009	ENCFF080JHQ	mean	CHIP	H3K4me3:myoepithelial cell of mammary gland female adult (33 years)	H3K4me3	Histone ChIP-seq	f_2009
2010	ENCFF676GTP	mean	CHIP	MEF2B:GM12878	MEF2B	TF ChIP-seq	f_2010
2011	ENCFF802JFC	mean	CHIP	BRD9:K562	BRD9	TF ChIP-seq	f_2011
2012	ENCFF841YHR	mean	CHIP	eGFP-NR2C1:K562 genetically modified using stable transfection	eGFP-NR2C1	TF ChIP-seq	f_2012
2013	ENCFF897IOX	mean	CHIP	eGFP-CUX1:K562 genetically modified using CRISPR	eGFP-CUX1	TF ChIP-seq	f_2013
2014	ENCFF619FLZ	mean	CHIP	eGFP-ZNF274:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF274	TF ChIP-seq	f_2014
2015	ENCFF542HPZ	mean	CHIP	H3K9me3:HCT116	H3K9me3	Histone ChIP-seq	f_2015
2016	ENCFF923PSI	mean	CHIP	H3K9me3:common myeloid progenitor, CD34-positive male adult (36 years)	H3K9me3	Histone ChIP-seq	f_2016
2017	ENCFF318UCG	mean	CHIP	H3K4me1:small intestine male child (3 years)	H3K4me1	Histone ChIP-seq	f_2017
2018	ENCFF885NCZ	mean	CHIP	EZH2:A673	EZH2	TF ChIP-seq	f_2018
2019	ENCFF420GOW	mean	CHIP	H3F3A:PC-9	H3F3A	Histone ChIP-seq	f_2019
2020	ENCFF680EVZ	mean	CHIP	H3K27me3:substantia nigra female adult (75 years)	H3K27me3	Histone ChIP-seq	f_2020
2021	ENCFF019XYA	mean	CHIP	H3K27me3:adrenal gland male adult (34 years)	H3K27me3	Histone ChIP-seq	f_2021
2022	ENCFF296KGM	mean	CHIP	3xFLAG-ZNF3:HepG2 genetically modified using CRISPR	3xFLAG-ZNF3	TF ChIP-seq	f_2022
2023	ENCFF610ZRX	mean	CHIP	H3K18ac:neural stem progenitor cell originated from H1-hESC	H3K18ac	Histone ChIP-seq	f_2023
2024	ENCFF945HYM	mean	CHIP	HNRNPUL1:HepG2	HNRNPUL1	TF ChIP-seq	f_2024
2025	ENCFF297DRN	mean	CHIP	H3K27me3:Loucy	H3K27me3	Histone ChIP-seq	f_2025
2026	ENCFF656QWS	mean	CHIP	H3K9me3:muscle of trunk female embryo (115 days)	H3K9me3	Histone ChIP-seq	f_2026
2027	ENCFF940YAF	mean	CHIP	ZFP36:HeLa-S3	ZFP36	TF ChIP-seq	f_2027
2028	ENCFF445OKW	mean	CHIP	H3K4me1:OCI-LY1	H3K4me1	Histone ChIP-seq	f_2028
2029	ENCFF939AAT	mean	CHIP	3xFLAG-ZBTB26:HepG2 genetically modified using CRISPR	3xFLAG-ZBTB26	TF ChIP-seq	f_2029
2030	ENCFF333IRA	mean	CHIP	eGFP-ZNF341:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF341	TF ChIP-seq	f_2030
2031	ENCFF983ANC	mean	CHIP	eGFP-ZNF549:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF549	TF ChIP-seq	f_2031
2032	ENCFF228DCW	mean	CHIP	H3K9me2:Loucy	H3K9me2	Histone ChIP-seq	f_2032
2033	ENCFF440WKB	mean	CHIP	CTCF:gastroesophageal sphincter male adult (37 years)	CTCF	TF ChIP-seq	f_2033
2034	ENCFF095OPQ	mean	CHIP	H3K27me3:H1-hESC	H3K27me3	Histone ChIP-seq	f_2034
